,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist,Developer,Publisher,Year Released,Month Released,Game Type,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Total Sales,North American Sales,Japan Sales,PAL Sales,Other Sales,Console
392,Batman: Arkham City,18-Oct-11,"['DC Entertainment', 'Rocksteady Studios']",4.1,1.6K,1600,"['Adventure', 'Brawler']",16000,192,2.7K,651,Rocksteady Studios,Warner Bros. Interactive Entertainment,2011,Oct,AAA,Adventure,Brawler,,,,,,,,,,"['PS3', 'X360', 'PC']"
393,Yakuza Kiwami,21-Jan-16,"['Sega', 'RyÅ« Ga Gotoku Studios']",3.7,1.2K,1200,"['Adventure', 'Brawler', 'RPG']",9700,439,3.4K,1K,Sega,Sega,2016,Jan,AAA,Adventure,Brawler,RPG,,,,0.13,,0.13,,,['PS3']
394,Phoenix Wright: Ace Attorney,15-Sep-05,"['Nintendo Australia', 'Capcom']",4.1,1.3K,1300,"['Adventure', 'Point-and-Click', 'Puzzle', 'Visual Novel']",12000,418,1.9K,1K,Capcom,Capcom,2005,Sep,AAA,Adventure,Point-and-Click,Puzzle,Visual Novel,,,0.93,0.44,0.39,0.05,0.05,['DS']
395,Team Fortress 2,9-Oct-07,"['Electronic Arts', 'Valve']",3.9,955,955,['Shooter'],16000,505,532,158,Valve Corporation,Valve Corporation,2007,Oct,AAA,Shooter,,,,,,,,,,,"['PS3', 'X360']"
396,Xenoblade Chronicles 2,1-Dec-17,"['Monolith Soft', 'Nintendo']",3.9,1.4K,1400,"['Adventure', 'RPG']",7400,453,2.7K,1.5K,Monolith Soft,Nintendo,2017,Dec,AAA,Adventure,RPG,,,,,,,,,,['NS']
399,Katana Zero,18-Apr-19,"['Askiisoft', 'Devolver Digital']",4.1,1.1K,1100,"['Adventure', 'Arcade', 'Indie', 'Platform', 'Strategy']",9300,189,2.1K,1.5K,Askiisoft,Devolver Digital,2019,Apr,Indie,Adventure,Arcade,Indie,Platform,Strategy,,,,,,,['PC']
400,Life is Strange,29-Jan-15,"[""DON'T NOD"", 'Square Enix']",3.4,1.4K,1400,"['Adventure', 'RPG']",15000,209,2.1K,817,DONTNOD Entertainment,Square Enix,2015,Jan,AAA,Adventure,RPG,,,,,,,,,,"['X360', 'PS3']"
401,Dark Souls II: Scholar of the First Sin,2-Apr-15,"['Bandai Namco Entertainment', 'FromSoftware']",3.5,988,988,"['Adventure', 'RPG']",11000,443,2.7K,994,From Software,Namco Bandai Games,2015,Apr,AAA,Adventure,RPG,,,,,0.28,0.19,,0.07,0.03,"['PS4', 'XOne']"
403,Shadow of the Colossus,18-Oct-05,"['Sony Computer Entertainment, Inc. (SCEI)', 'Team Ico']",4.4,1.5K,1500,"['Adventure', 'Platform', 'Puzzle']",10000,134,2.9K,1.7K,Team ICO,Sony Computer Entertainment,2005,Oct,AAA,Adventure,Platform,Puzzle,,,,1.14,0.78,0.2,0.03,0.13,['PS2']
406,Fallout 4,9-Nov-15,"['Bethesda Game Studios', 'Bethesda Softworks']",3.1,1K,1000,"['RPG', 'Shooter']",16000,407,2.9K,752,Bethesda Game Studios,Bethesda Softworks,2015,Nov,AAA,RPG,Shooter,,,,,5.03,2.94,0.02,1.62,0.45,"['PS4', 'PC', 'XOne']"
407,Uncharted 4: A Thief's End,10-May-16,"['Naughty Dog', 'Sony Interactive Entertainment']",4.1,1.8K,1800,"['Adventure', 'Shooter']",14000,177,2.7K,1.2K,Naughty Dog,Sony Interactive Entertainment,2016,May,AAA,Adventure,Shooter,,,,,,,,,,['PS4']
409,Silent Hill,23-Feb-99,"['Konami', 'Team Silent']",4.1,1.3K,1300,"['Adventure', 'Puzzle']",6800,272,2.3K,1.6K,Konami Computer Entertainment Tokyo,Konami,1999,Feb,AAA,Adventure,Puzzle,,,,,,,,,,"['PS', 'Series']"
410,Super Smash Bros. Brawl,31-Jan-08,"['Nintendo', 'Sora']",3.8,1.3K,1300,"['Fighting', 'Platform']",19000,51,511,250,Project Sora,Nintendo,2008,Jan,AAA,Fighting,Platform,,,,,,,,,,['Wii']
411,Borderlands 2,18-Sep-12,"['Gearbox Software', '2K Games']",3.5,1.1K,1100,"['RPG', 'Shooter']",16000,344,2.7K,494,Gearbox Software,2K Games,2012,Sep,AAA,RPG,Shooter,,,,,0.94,0.43,,0.42,0.09,"['PS3', 'PC']"
413,Ghost of Tsushima,17-Jul-20,"['Sucker Punch Productions', 'Sony Interactive Entertainment']",4.1,1.4K,1400,"['Adventure', 'Brawler', 'RPG']",8500,688,3.5K,3.1K,Sucker Punch,Sony Interactive Entertainment,2020,Jul,AAA,Adventure,Brawler,RPG,,,,,,,,,['PS4']
417,Metal Gear Solid 3: Snake Eater,17-Nov-04,"['Konami Computer Entertainment Japan', 'Konami']",4.5,1.5K,1500,"['Adventure', 'Shooter', 'Tactical']",9200,118,2.4K,1.3K,KCEJ / Kojima Productions,Konami,2004,Nov,AAA,Adventure,Shooter,Tactical,,,,4.23,1.46,0.83,0.0,1.93,['PS2']
418,Journey,13-Mar-12,"['Sony Computer Entertainment', 'ThatGameCompany']",3.9,1.5K,1500,"['Adventure', 'Platform']",12000,94,2.7K,1.7K,thatgamecompany,Sony Computer Entertainment America,2012,Mar,AAA,Adventure,Platform,,,,,0.17,0.04,,0.11,0.01,['PSN']
419,Kingdom Hearts,28-Mar-02,"['Square', 'Disney Interactive Studios']",3.6,1.3K,1300,"['Adventure', 'RPG']",12000,266,2.1K,1K,Square,Square Enix,2002,Mar,AAA,Adventure,RPG,,,,,,,,,,"['Series', 'PS2']"
420,Titanfall 2,28-Oct-16,"['Respawn Entertainment', 'Electronic Arts']",4.1,1.3K,1300,"['Adventure', 'Shooter']",12000,163,2.1K,656,Respawn Entertainment,Electronic Arts,2016,Oct,AAA,Adventure,Shooter,,,,,0.2,0.06,,0.12,0.01,"['PS4', 'XOne', 'PC']"
421,Doom,10-Dec-93,"['Activision', 'id Software']",4,1.4K,1400,['Shooter'],11000,203,1.5K,514,id Software,id Software,1993,Dec,AAA,Shooter,,,,,,0.04,0.04,,0.0,0.0,['PC']
423,The Last of Us Remastered,26-Jul-14,"['Naughty Dog', 'Sony Computer Entertainment']",4.3,1.1K,1100,"['Adventure', 'Shooter']",12000,258,1.8K,682,Naughty Dog,Sony Computer Entertainment,2014,Jul,AAA,Adventure,Shooter,,,,,,,,,,['PS4']
424,Sonic the Hedgehog,23-Jun-91,"['Sonic Team', 'Sega']",3.1,1.1K,1100,['Platform'],12000,60,804,243,Sonic Team,Sega,1991,Jun,AAA,Platform,,,,,,,,,,,"['Series', 'GEN', 'MS', 'GG']"
426,Batman: Arkham Knight,23-Jun-15,"['Rocksteady Studios', 'Warner Bros. Interactive Entertainment']",3.7,1.2K,1200,"['Adventure', 'Brawler']",13000,279,3.4K,757,Rocksteady Studios,Warner Bros. Interactive Entertainment,2015,Jun,AAA,Adventure,Brawler,,,,,,,,,,"['PS4', 'XOne', 'PC']"
430,Wii Sports,19-Nov-06,"['Nintendo', 'Nintendo EAD Group No. 2']",3.7,775,775,"['Simulator', 'Sport']",18000,39,320,93,Nintendo EAD,Nintendo,2006,Nov,AAA,Simulator,Sport,,,,,,,,,,"['Series', 'Wii']"
432,Mario Kart Wii,10-Apr-08,"['Nintendo', 'Nintendo EAD']",3.9,1K,1000,['Racing'],19000,88,461,168,Nintendo EAD,Nintendo,2008,Apr,AAA,Racing,,,,,,,,,,,['Wii']
433,Resident Evil 3,3-Apr-20,"['K2', 'Capcom']",3.2,1.3K,1300,"['Adventure', 'Shooter']",8400,157,2.4K,1.6K,Capcom,Capcom,2020,Apr,AAA,Adventure,Shooter,,,,,,,,,,"['PS4', 'PC', 'XOne']"
435,Red Dead Redemption,18-May-10,"['Rockstar Games', 'Rockstar North']",4.2,1.5K,1500,"['Adventure', 'RPG', 'Shooter']",13000,218,2.4K,1.6K,Rockstar San Diego,Rockstar Games,2010,May,AAA,Adventure,RPG,Shooter,,,,,,,,,"['X360', 'XBL']"
440,Super Mario Galaxy 2,23-May-10,"['Nintendo EAD', 'Nintendo']",4.3,1.8K,1800,"['Adventure', 'Platform']",13000,123,2.5K,1.3K,Nintendo EAD Tokyo,Nintendo,2010,May,AAA,Adventure,Platform,,,,,,,,,,['Wii']
441,Donkey Kong Country,18-Nov-94,['Rare'],3.9,1.3K,1300,"['Adventure', 'Platform']",11000,186,1.9K,514,Rare Ltd.,Nintendo,1994,Nov,AAA,Adventure,Platform,,,,,,,,,,['SNES']
442,What Remains of Edith Finch,24-Apr-17,"['Annapurna Interactive', 'Giant Sparrow']",4,1.4K,1400,"['Adventure', 'Indie', 'Puzzle']",8600,61,2.2K,1.3K,Giant Sparrow,Unknown,2017,Apr,Indie,Adventure,Indie,Puzzle,,,,,,,,,['PS4']
446,Assassin's Creed II,17-Nov-09,"['Ubisoft Montreal', 'Ubisoft Entertainment']",3.8,1.3K,1300,"['Adventure', 'Platform']",16000,140,1.5K,521,Ubisoft Montreal,Ubisoft,2009,Nov,AAA,Adventure,Platform,,,,,5.3,3.14,0.08,1.55,0.52,"['PS3', 'X360']"
448,Dead Space,14-Oct-08,"['EA Redwood Shores', 'Electronic Arts']",4,1.2K,1200,['Shooter'],9600,302,2.7K,1.1K,EA Redwood Shores,Electronic Arts,2008,Oct,AAA,Shooter,,,,,,0.59,,,0.54,0.06,"['PS3', 'X360', 'PC']"
449,New Super Mario Bros.,15-May-06,['Nintendo'],3.5,991,991,"['Adventure', 'Platform']",16000,108,824,287,Nintendo EAD,Nintendo,2006,May,AAA,Adventure,Platform,,,,,,,,,,['DS']
450,Shadow of the Colossus,6-Feb-18,"['Sony Interactive Entertainment', 'Bluepoint Games']",4.1,1.1K,1100,"['Adventure', 'Platform', 'Puzzle']",7800,242,3.2K,1.6K,Bluepoint Games,Sony Interactive Entertainment,2018,Feb,AAA,Adventure,Platform,Puzzle,,,,1.2,0.44,0.05,0.52,0.19,['PS4']
452,Ori and the Blind Forest,11-Mar-15,"['Moon Studios', 'Microsoft Studios']",3.9,780,780,"['Adventure', 'Platform', 'Puzzle']",7900,260,2.9K,1.4K,Moon Studios,Microsoft Studios,2015,Mar,AAA,Adventure,Platform,Puzzle,,,,,,,,,"['XOne', 'PC']"
454,A Plague Tale: Innocence,14-May-19,"['Focus Entertainment', 'Asobo Studio']",3.7,852,852,"['Adventure', 'RPG']",5400,202,2.6K,1K,Asobo Studio,Focus Home Interactive,2019,May,AAA,Adventure,RPG,,,,,,,,,,"['PS4', 'PC', 'XOne']"
455,The Legend of Zelda: Link's Awakening,20-Sep-19,"['Nintendo', 'Grezzo']",3.9,1.1K,1100,['Adventure'],7600,387,2.8K,2K,Nintendo,Nintendo,2019,Sep,AAA,Adventure,,,,,,,,,,,['NS']
456,Assassin's Creed,13-Nov-07,"['Ubisoft Montreal', 'Ubisoft Entertainment']",2.9,801,801,"['Adventure', 'Platform']",13000,118,1.2K,496,Ubisoft,Ubisoft,2007,Nov,AAA,Adventure,Platform,,,,,,,,,,"['X360', 'PS3', 'Series']"
458,Call of Duty: Black Ops,9-Nov-10,"['Activision', 'Treyarch']",3.7,920,920,['Shooter'],14000,44,611,318,Treyarch,Activision,2010,Nov,AAA,Shooter,,,,,,0.59,0.5,,0.04,0.04,"['X360', 'PS3', 'PC', 'Wii', 'DS']"
466,Paper Mario: The Thousand-Year Door,22-Jul-04,"['Nintendo', 'Intelligent Systems Co., Ltd.']",4.4,1.3K,1300,"['Adventure', 'RPG', 'Turn Based Strategy']",6700,187,2.9K,1.5K,Intelligent Systems,Nintendo,2004,Jul,AAA,Adventure,RPG,Turn Based Strategy,,,,,,,,,['GC']
467,God of War II,13-Mar-07,"['Sony Computer Entertainment, Inc. (SCEI)', 'SIE Santa Monica Studio']",4,936,936,"['Adventure', 'Brawler', 'Platform']",9300,89,1.3K,687,SCEA Santa Monica Studio,Sony Computer Entertainment,2007,Mar,AAA,Adventure,Brawler,Platform,,,,,,,,,['PS2']
468,Mass Effect 2,26-Jan-10,"['BioWare', 'Electronic Arts']",4.3,1.3K,1300,"['Adventure', 'RPG', 'Shooter']",9600,107,1.9K,645,BioWare Edmonton,Electronic Arts,2010,Jan,AAA,Adventure,RPG,Shooter,,,,0.39,0.01,,0.32,0.05,"['X360', 'PC']"
470,Metal Gear Solid V: Ground Zeroes,18-Mar-14,"['Konami', 'Kojima Productions']",3.3,650,650,"['Adventure', 'RPG', 'Shooter', 'Strategy']",9500,53,1.7K,549,Kojima Productions,Konami Digital Entertainment,2014,Mar,AAA,Adventure,RPG,Shooter,Strategy,,,0.14,0.06,0.01,0.05,0.01,"['PS4', 'PC', 'PS3', 'XOne', 'X360']"
472,Banjo-Kazooie,29-Jun-98,"['Microsoft Game Studios', 'Rare']",4,1.2K,1200,"['Adventure', 'Platform']",7400,205,2.1K,765,Rare Ltd.,Nintendo,1998,Jun,AAA,Adventure,Platform,,,,,,,,,,['N64']
473,Astro's Playroom,12-Nov-20,"['SIE Japan Studio', 'Sony Interactive Entertainment']",4,914,914,"['Adventure', 'Platform']",5700,82,358,249,ASOBI Team,Sony Interactive Entertainment,2020,Nov,AAA,Adventure,Platform,,,,,,,,,,['PS5']
474,Call of Duty: Black Ops II,12-Nov-12,"['Treyarch', 'Activision']",3.8,903,903,['Shooter'],13000,57,626,286,Treyarch,Activision,2012,Nov,AAA,Shooter,,,,,,0.42,0.2,,0.18,0.04,"['X360', 'PS3', 'PC', 'WiiU']"
477,Subnautica,23-Jan-18,"['Gearbox Publishing', 'Unknown Worlds Entertainment']",3.8,712,712,"['Adventure', 'Indie']",7200,335,2.9K,944,Unknown Worlds Entertainment,Unknown Worlds Entertainment,2018,Jan,AAA,Adventure,Indie,,,,,0.07,0.06,,,0.01,"['Series', 'PC', 'PS4', 'XOne']"
479,New Super Mario Bros. Wii,12-Nov-09,"['Nintendo', 'Nintendo EAD']",3.5,859,859,"['Adventure', 'Platform']",13000,85,696,241,Nintendo EAD,Nintendo,2009,Nov,AAA,Adventure,Platform,,,,,,,,,,['Wii']
483,Wolfenstein: The New Order,20-May-14,"['MachineGames', 'Bethesda Softworks']",3.6,794,794,"['Adventure', 'Shooter']",8400,149,2.2K,722,MachineGames,Bethesda Softworks,2014,May,AAA,Adventure,Shooter,,,,,0.38,0.18,,0.17,0.03,"['PC', 'PS4', 'XOne', 'PS3', 'X360']"
485,BioShock 2,9-Feb-10,"['2K Marin', '2K Games']",3.6,687,687,"['Adventure', 'RPG', 'Shooter']",9100,103,3.3K,691,2K Marin,2K Games,2010,Feb,AAA,Adventure,RPG,Shooter,,,,1.55,0.85,0.02,0.46,0.22,"['X360', 'PC', 'PS3']"
487,Enter the Gungeon,5-Apr-16,"['Dodge Roll', 'Devolver Digital']",3.6,632,632,"['Adventure', 'Arcade', 'Indie', 'Shooter']",8900,403,2.4K,441,Dodge Roll,Devolver Digital,2016,Apr,Indie,Adventure,Arcade,Indie,Shooter,,,,,,,,"['PC', 'Linux', 'OSX', 'PS4']"
489,Shovel Knight,26-Jun-14,['Yacht Club Games'],4,761,761,"['Adventure', 'Indie', 'Platform']",8500,135,1.9K,1.2K,Yacht Club Games,Yacht Club Games,2014,Jun,Indie,Adventure,Indie,Platform,,,,,,,,,"['Series', 'PC', 'WiiU', 'Linux', 'OSX']"
490,Firewatch,9-Feb-16,"['Panic', 'Campo Santo']",3.7,926,926,"['Adventure', 'Indie']",7800,99,1.6K,1.2K,Campo Santo,Panic,2016,Feb,Indie,Adventure,Indie,,,,,,,,,,"['PS4', 'PC', 'OSX', 'Linux']"
491,Dark Souls II,11-Mar-14,"['FromSoftware', 'Bandai Namco Entertainment']",3.3,815,815,"['Adventure', 'RPG']",6700,128,1.4K,834,From Software,Bandai Namco Games,2014,Mar,AAA,Adventure,RPG,,,,,,,,,,['PC']
492,Blasphemous,10-Sep-19,"['The Game Kitchen', 'Team17']",3.7,647,647,"['Adventure', 'Brawler', 'Indie', 'Platform', 'RPG']",4200,399,2.6K,1K,The Game Kitchen,Team 17,2019,Sep,Indie,Adventure,Brawler,Indie,Platform,RPG,,,,,,,"['XOne', 'NS', 'PS4', 'PC']"
493,Final Fantasy XIV Online,27-Aug-13,['Square Enix'],3.7,643,643,"['Adventure', 'RPG', 'Strategy']",5900,1.1K,818,363,Square Enix,Square Enix,2013,Aug,AAA,Adventure,RPG,Strategy,,,,0.87,0.39,0.28,0.09,0.11,['PS3']
495,Resident Evil 6,2-Oct-12,['Capcom'],2.5,888,888,"['Adventure', 'Shooter']",7800,189,1.8K,552,Capcom,Capcom,2012,Oct,AAA,Adventure,Shooter,,,,,1.97,1.12,0.07,0.61,0.16,"['PS3', 'X360']"
496,Devil May Cry 3: Dante's Awakening,17-Feb-05,"['Capcom', 'Capcom Production Studio 1']",4.2,909,909,"['Adventure', 'Brawler', 'Shooter']",6100,116,1.6K,648,Capcom,Capcom,2005,Feb,AAA,Adventure,Brawler,Shooter,,,,,,,,,['PS2']
498,Super Meat Boy,20-Oct-10,"['BlitWorks', 'Team Meat']",3.5,605,605,"['Adventure', 'Indie', 'Platform']",10000,153,1.8K,501,Team Meat,Unknown,2010,Oct,Indie,Adventure,Indie,Platform,,,,,,,,,"['PC', 'XBL', 'Series']"
502,Crash Bandicoot N. Sane Trilogy,30-Jun-17,"['Activision', 'Vicarious Visions']",3.8,654,654,"['Adventure', 'Platform']",7700,364,2.6K,986,Vicarious Visions,Activision,2017,Jun,AAA,Adventure,Platform,,,,,4.83,1.09,0.07,2.92,0.74,['PS4']
503,Tetris,1-Nov-89,['Nintendo'],4.1,688,688,"['Arcade', 'Puzzle']",9600,54,175,66,Bullet Proof Software,Nintendo,1989,Nov,AAA,Arcade,Puzzle,,,,,,,,,,"['GB', 'NES']"
505,Super Mario 3D World,21-Nov-13,['Nintendo'],3.9,1.1K,1100,"['Adventure', 'Platform']",9600,93,787,432,Nintendo EAD Tokyo,Nintendo,2013,Nov,AAA,Adventure,Platform,,,,,,,,,,['WiiU']
506,Uncharted 3: Drake's Deception,1-Nov-11,"['Naughty Dog', 'Sony Computer Entertainment, Inc. (SCEI)']",3.6,941,941,"['Adventure', 'Platform', 'Shooter']",11000,60,1.5K,477,Naughty Dog,Sony Computer Entertainment,2011,Nov,AAA,Adventure,Platform,Shooter,,,,,,,,,['PS3']
509,Max Payne,23-Jul-01,"['Gathering of Developers', 'Remedy Entertainment']",3.9,786,786,['Shooter'],6300,102,1.5K,742,Remedy Entertainment,Rockstar Games,2001,Jul,AAA,Shooter,,,,,,0.02,,,0.02,0.0,"['PS2', 'XB', 'PC']"
510,Five Nights at Freddy's,8-Aug-14,"['Clickteam', 'Scottgames']",2.9,460,460,"['Adventure', 'Indie', 'Point-and-Click', 'Simulator', 'Strategy']",8400,46,393,166,Scott Cawthon,Scott Cawthon,2014,Aug,Indie,Adventure,Indie,Point-and-Click,Simulator,Strategy,,,,,,,['PC']
511,Donkey Kong Country 2: Diddy's Kong Quest,21-Nov-95,"['Nintendo', 'Rare']",4.2,1.2K,1200,"['Adventure', 'Platform']",6600,115,1.6K,455,Rare Ltd.,Nintendo,1995,Nov,AAA,Adventure,Platform,,,,,,,,,,['SNES']
513,Resident Evil 2,21-Jan-98,"['Capcom', 'Factor 5']",4.2,1.1K,1100,"['Adventure', 'Shooter']",5500,54,1.1K,597,Capcom,Capcom,1998,Jan,AAA,Adventure,Shooter,,,,,,,,,,['PS']
516,The Binding of Isaac: Rebirth,4-Nov-14,"['Nicalis, Inc.']",4,492,492,"['Adventure', 'Arcade', 'Indie', 'RPG', 'Shooter']",8200,334,1.1K,636,Nicalis,Nicalis,2014,Nov,Indie,Adventure,Arcade,Indie,RPG,Shooter,,,,,,,"['PC', 'PSV', 'Linux', 'PS4', 'OSX']"
517,Luigi's Mansion 3,31-Oct-19,"['Nintendo', 'Next Level Games']",3.8,800,800,['Adventure'],5600,313,2.2K,1.3K,"Next Level Games, Inc.",Nintendo,2019,Oct,AAA,Adventure,,,,,,,,,,,['NS']
518,Katamari Damacy Reroll,6-Dec-18,"['MONKEYCRAFT Co. Ltd', 'Bandai Namco Entertainment']",4.1,576,576,"['Adventure', 'Puzzle']",4300,199,1.3K,513,Bandai Namco Games,Bandai Namco Entertainment,2018,Dec,AAA,Adventure,Puzzle,,,,,,,,,,"['NS', 'PC']"
519,Mario Kart 7,2-Dec-11,['Nintendo'],3.5,593,593,['Racing'],10000,59,336,141,Nintendo EAD / Retro Studios,Nintendo,2011,Dec,AAA,Racing,,,,,,,,,,,['3DS']
523,Bully,17-Oct-06,"['Rockstar Vancouver', 'Take-Two Interactive']",3.9,635,635,['Adventure'],6700,80,1.3K,768,Rockstar Vancouver,Rockstar Games,2006,Oct,AAA,Adventure,,,,,,0.94,0.75,0.04,0.03,0.12,['PS2']
527,Resident Evil,22-Mar-02,"['Capcom', 'Capcom Production Studio 4']",4.3,1K,1000,"['Adventure', 'Puzzle']",4000,93,1.1K,470,Capcom,Capcom,2002,Mar,AAA,Adventure,Puzzle,,,,,,,,,,['GC']
528,Assassin's Creed Odyssey,5-Oct-18,"['Ubisoft Entertainment', 'Ubisoft QuÃ©bec']",3.4,772,772,"['Adventure', 'RPG']",6800,435,2K,746,Ubisoft Quebec,Ubisoft,2018,Oct,AAA,Adventure,RPG,,,,,0.06,,,0.06,0.0,"['PS4', 'XOne', 'PC']"
529,Transistor,20-May-14,['Supergiant Games'],3.8,784,784,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Turn Based Strategy']",5600,172,2.9K,692,Supergiant Games,Unknown,2014,May,Indie,Adventure,Indie,RPG,Strategy,Turn Based Strategy,,,,,,,"['PC', 'PS4']"
530,The Evil Within,14-Oct-14,"['Tango Gameworks', 'Bethesda Softworks']",3.4,629,629,"['Adventure', 'Shooter']",4800,140,1.8K,822,Tango Gameworks,Bethesda Softworks,2014,Oct,AAA,Adventure,Shooter,,,,,0.49,0.28,0.01,0.16,0.04,"['PS4', 'PS3', 'PC', 'XOne', 'X360']"
536,Super Smash Bros. for Wii U,21-Nov-14,"['Sora', 'Nintendo']",3.5,684,684,"['Fighting', 'Platform']",11000,17,240,110,Bandai Namco Games,Nintendo,2014,Nov,AAA,Fighting,Platform,,,,,,,,,,['WiiU']
537,Kirby's Adventure,23-Mar-93,"['HAL Laboratory', 'Nintendo']",3.6,718,718,['Platform'],6000,61,690,217,HAL Laboratory,Nintendo,1993,Mar,AAA,Platform,,,,,,,,,,,['NES']
538,Tekken 7,18-Feb-15,"['Bandai Namco Entertainment', 'Bandai Namco Studios']",3.8,663,663,['Fighting'],6600,247,670,354,Bandai Namco Studios,Bandai Namco Entertainment,2015,Feb,AAA,Fighting,,,,,,,,,,,['Arc']
541,Superliminal,12-Nov-19,['Pillow Castle Games'],3.6,487,487,"['Adventure', 'Indie', 'Puzzle', 'Shooter']",3800,76,1K,917,Pillow Castle,Pillow Castle,2019,Nov,Indie,Adventure,Indie,Puzzle,Shooter,,,,,,,,['PC']
545,The Sims 4,2-Sep-14,"['Electronic Arts', 'The Sims Studio']",3,458,458,"['RPG', 'Simulator']",8300,434,667,110,Maxis,Electronic Arts,2014,Sep,AAA,RPG,Simulator,,,,,4.1,1.2,,2.6,0.3,['PC']
546,Far Cry 4,18-Nov-14,['Ubisoft Montreal'],3.2,558,558,"['Adventure', 'Shooter', 'Tactical']",8500,90,1.3K,442,Ubisoft Montreal,Ubisoft,2014,Nov,AAA,Adventure,Shooter,Tactical,,,,0.65,0.19,,0.41,0.05,"['PS4', 'XOne', 'PS3', 'X360', 'PC']"
547,Sonic Forces,7-Nov-17,"['Sega', 'Sonic Team']",1.9,650,650,"['Adventure', 'Platform', 'Strategy']",5000,42,723,212,Sonic Team,Sega,2017,Nov,AAA,Adventure,Platform,Strategy,,,,0.29,0.15,,0.11,0.03,"['NS', 'PS4', 'XOne']"
551,Super Smash Bros.,21-Jan-99,"['Nintendo', 'HAL Laboratory']",3.4,688,688,"['Fighting', 'Platform']",9800,20,279,207,Nintendo,Nintendo,1999,Jan,AAA,Fighting,Platform,,,,,,,,,,"['Series', 'N64']"
552,Super Mario 64 DS,21-Nov-04,"['Nintendo EAD', 'Nintendo']",3.6,614,614,"['Adventure', 'Platform']",9100,65,549,176,Nintendo EAD,Nintendo,2004,Nov,AAA,Adventure,Platform,,,,,,,,,,['DS']
553,Halo 4,6-Nov-12,"['343 Industries', 'Microsoft Studios']",3,674,674,['Shooter'],7600,57,1.2K,277,343 Industries,Microsoft Studios,2012,Nov,AAA,Shooter,,,,,,9.96,6.72,0.04,2.36,0.83,['X360']
555,Mega Man 2,2-Jun-89,['Capcom'],3.6,857,857,"['Adventure', 'Platform']",6100,34,542,163,Capcom,Capcom,1989,Jun,AAA,Adventure,Platform,,,,,,,,,,['NES']
556,Phoenix Wright: Ace Attorney Trilogy,17-Apr-14,['Capcom'],4.3,516,516,"['Adventure', 'Puzzle', 'Simulator', 'Visual Novel']",4000,644,1.9K,779,Capcom,Capcom,2014,Apr,AAA,Adventure,Puzzle,Simulator,Visual Novel,,,0.04,,0.04,,,"['3DS', '3DS']"
558,Star Wars: Knights of the Old Republic,15-Jul-03,"['BioWare', 'LucasArts']",4.2,839,839,"['Adventure', 'RPG']",5300,180,2.3K,705,BioWare,LucasArts,2003,Jul,AAA,Adventure,RPG,,,,,0.14,0.01,,0.11,0.02,"['Series', 'XB', 'PC']"
559,No More Heroes 2: Desperate Struggle,26-Jan-10,"['Ubisoft Entertainment', 'Grasshopper Manufacture']",3.5,608,608,"['Adventure', 'Brawler']",3200,68,1.5K,855,Grasshopper Manufacture,Ubisoft,2010,Jan,AAA,Adventure,Brawler,,,,,0.4,0.2,0.04,0.11,0.03,['Wii']
560,Kirby Super Star Ultra,22-Sep-08,"['Nintendo of Europe', 'HAL Laboratory']",4.3,743,743,"['Adventure', 'Platform']",5800,47,773,427,HAL Laboratory,Nintendo,2008,Sep,AAA,Adventure,Platform,,,,,,,,,,['DS']
562,Katamari Damacy,18-Mar-04,"['Namco', 'NOW Production']",4.2,939,939,"['Adventure', 'Puzzle']",4100,60,1K,761,Namco,Namco,2004,Mar,AAA,Adventure,Puzzle,,,,,0.73,0.47,0.17,0.02,0.08,['PS2']
565,Metroid: Samus Returns,15-Sep-17,"['MercurySteam', 'Nintendo']",3.6,674,674,"['Adventure', 'Platform']",3900,149,1.4K,686,Mercury Steam,Nintendo,2017,Sep,AAA,Adventure,Platform,,,,,0.56,0.3,0.07,0.15,0.05,['3DS']
569,Borderlands,20-Oct-09,"['2K Games', 'Gearbox Software']",3.1,484,484,"['RPG', 'Shooter']",9100,98,1.2K,450,Gearbox Software,2K Games,2009,Oct,AAA,RPG,Shooter,,,,,0.17,0.01,,0.14,0.03,"['Series', 'X360', 'PS3', 'PC']"
572,Halo: The Master Chief Collection,11-Nov-14,"['343 Industries', 'Xbox Game Studios']",4.2,356,356,['Shooter'],5100,362,1.3K,463,343 Industries,Microsoft Studios,2014,Nov,AAA,Shooter,,,,,,3.44,2.06,0.03,1.04,0.31,['XOne']
574,Uncharted: The Lost Legacy,22-Aug-17,"['Naughty Dog', 'Sony Interactive Entertainment']",3.8,758,758,"['Adventure', 'Shooter']",4700,51,1.3K,754,Naughty Dog,Sony Interactive Entertainment,2017,Aug,AAA,Adventure,Shooter,,,,,2.37,0.58,0.04,1.38,0.36,['PS4']
575,Resident Evil 3: Nemesis,22-Sep-99,"['Capcom', 'Capcom Planning Room 2']",3.8,849,849,"['Adventure', 'Shooter']",4300,56,953,496,Capcom,Capcom,1999,Sep,AAA,Adventure,Shooter,,,,,,,,,,['PS']
